mutation,2820.5
phenotype,688.5
allele,634.5
affect,397.5
suppressor,247.5
suppress,182.5
null,167.5
dominant,166.5
recessive,138.5
isolate,134.5
locus,121.5
lethal,112.5
defect,103.5
lethality,100.5
disrupt,68.5
severe,63.5
homozygous,57.5
complementation,56.5
missense,53.5
suppression,51.5
cause,49.5
alleles,37.5
product,33.5
revertants,32.5
indicate,31.5
essential,28.5
partial,27.5
intragenic,27.5
define,25.5
amber,25.5
carry,24.5
include,23.5
viability,22.5
reversion,22.5
dumpy,21.5
abnormal,20.5
nonsense,20.5
gene,19.5
alter,19.5
15,17.5
multivulva,17.5
hypomorphic,17.5
mutant,16.5
weak,15.5
penetrant,15.5
result,14.5
11,14.5
substitution,14.5
map,13.5
previously,13.5
manner,13.5
rare,13.5
genetic,12.5
single,12.5
lead,12.5
strong,12.5
partially,12.5
restore,12.5
extragenic,12.5
visible,11.5
fall,11.5
semidominant,11.5
morphogenesis,10.5
require,9.5
loss,9.5
phenotypic,9.5
contrast,9.5
uncoordinated,9.5
suggest,8.5
find,8.5
produce,8.5
normal,8.5
likely,8.5
sensitive,8.5
embryonic,7.5
putative,7.5
structural,7.5
separate,7.5
perform,7.5
finding,7.5
overlap,7.5
comprise,7.5
viable,7.5
unusually,7.5
muv,7.5
identify,6.5
analysis,6.5
signal,6.5
group,6.5
chain,6.5
interact,6.5
homolog,6.5
absence,6.5
alteration,6.5
independent,6.5
drug,6.5
parallel,6.5
sterility,6.5
encode,5.5
system,5.5
structure,5.5
observe,5.5
determine,5.5
differentiation,5.5
behavior,5.5
display,5.5
specifically,5.5
dependent,5.5
double,5.5
location,5.5
25,5.5
extent,5.5
aberrant,5.5
analogous,5.5
heterologous,5.5
t,5.5
ci,5.5
mild,5.5
excitation,5.5
penetrance,5.5
function,4.5
similar,4.5
pattern,4.5
site,4.5
know,4.5
distinct,4.5
induce,4.5
experiment,4.5
embryogenesis,4.5
ability,4.5
property,4.5
additional,4.5
vitro,4.5
obtain,4.5
maternal,4.5
central,4.5
alternative,4.5
progeny,4.5
addition,4.5
requirement,4.5
ray,4.5
lay,4.5
confer,4.5
distinguish,4.5
living,4.5
mutate,4.5
designate,4.5
advantage,4.5
rearrangement,4.5
oogenesis,4.5
introduce,4.5
