identify,1521.5
previously,359.5
screen,288.5
characterize,129.5
know,89.5
involve,76.5
caenorhabditis,64.5
component,60.5
additional,49.5
single,47.5
analyze,36.5
unique,32.5
function,31.5
essential,27.5
represent,26.5
finding,23.5
multiple,22.5
identification,21.5
condition,20.5
genetic,19.5
demonstrate,18.5
define,18.5
putative,18.5
propose,17.5
include,16.5
call,16.5
15,16.5
13,16.5
mammalian,15.5
provide,13.5
variety,13.5
homologs,13.5
exist,13.5
shift,13.5
development,12.5
role,12.5
pathway,12.5
exhibit,12.5
organization,12.5
addition,12.5
weak,12.5
gene,11.5
suggest,11.5
normal,11.5
occur,11.5
set,11.5
action,11.5
specificity,11.5
primary,11.5
understand,11.5
animal,10.5
position,10.5
relate,10.5
detect,10.5
carry,10.5
synthesis,10.5
elegans,9.5
100,9.5
reverse,9.5
newly,9.5
discover,9.5
similar,8.5
reveal,8.5
develop,8.5
abnormal,8.5
contribute,8.5
great,8.5
start,8.5
selective,8.5
property,7.5
vitro,7.5
11,7.5
frame,7.5
extent,7.5
regulate,6.5
molecular,6.5
phenotype,6.5
important,6.5
lead,6.5
biological,6.5
mouse,6.5
critical,6.5
negative,6.5
begin,6.5
application,6.5
fashion,6.5
surprisingly,6.5
conclusion,6.5
show,5.5
result,5.5
receptor,5.5
worm,5.5
response,5.5
embryonic,5.5
formation,5.5
play,5.5
target,5.5
major,5.5
similarity,5.5
indicate,5.5
homologue,5.5
short,5.5
transmembrane,5.5
order,5.5
recent,5.5
location,5.5
requirement,5.5
multicellular,5.5
transformation,5.5
close,5.5
crucial,5.5
achieve,5.5
view,5.5
ortholog,5.5
regard,5.5
cancer,5.5
compensate,5.5
helminth,5.5
form,4.5
bind,4.5
cellular,4.5
class,4.5
event,4.5
structural,4.5
examine,4.5
common,4.5
understanding,4.5
range,4.5
construct,4.5
behavioral,4.5
absence,4.5
proper,4.5
dependent,4.5
inhibition,4.5
homologues,4.5
maintenance,4.5
combination,4.5
series,4.5
chromatin,4.5
rapidly,4.5
matrix,4.5
inactivation,4.5
remove,4.5
abnormality,4.5
material,4.5
bear,4.5
contrast,4.5
lipid,4.5
adaptation,4.5
17,4.5
center,4.5
efficient,4.5
behaviour,4.5
notch,4.5
proteins,4.5
uncoordinated,4.5
attractive,4.5
solution,4.5
acquire,4.5
relevant,4.5
identifying,4.5
ubiquitin,4.5
refer,4.5
endocytosis,4.5
rrna,4.5
pressure,4.5
date,4.5
aim,4.5
parental,4.5
systematic,4.5
trafficking,4.5
technology,4.5
postulate,4.5
camp,4.5
mobility,4.5
statistical,4.5
knockout,4.5
presenilins,4.5
wavelength,4.5
encode,3.5
signal,3.5
conserve,3.5
high,3.5
present,3.5
map,3.5
lineage,3.5
isolate,3.5
generate,3.5
division,3.5
group,3.5
tissue,3.5
cdna,3.5
test,3.5
rnai,3.5
size,3.5
lack,3.5
method,3.5
complete,3.5
part,3.5
locus,3.5
motor,3.5
loss,3.5
transcriptional,3.5
obtain,3.5
reporter,3.5
implicate,3.5
simple,3.5
disease,3.5
strong,3.5
