include,523.5
elegans,509.5
set,296.5
involve,139.5
ray,122.5
tail,119.5
reveal,86.5
protein,73.5
know,71.5
target,63.5
suggest,49.5
step,49.5
experiment,44.5
define,40.5
result,30.5
direct,30.5
consistent,30.5
formation,28.5
propose,28.5
investigate,27.5
organism,20.5
present,20.5
analysis,19.5
feature,19.5
essentially,19.5
designate,19.5
ability,18.5
represent,18.5
examine,17.5
show,16.5
cellular,16.5
homologous,16.5
cytoplasmic,16.5
derive,16.5
order,16.5
genetically,15.5
importance,15.5
region,14.5
live,14.5
30,14.5
nematode,13.5
role,13.5
link,13.5
modification,13.5
molecule,12.5
support,12.5
find,11.5
distinct,11.5
existence,11.5
similarly,11.5
consist,10.5
nature,10.5
combination,10.5
generally,10.5
expression,9.5
pattern,9.5
developmental,9.5
identity,9.5
short,9.5
think,9.5
bear,9.5
lesion,9.5
caenorhabditis,8.5
system,8.5
end,8.5
vivo,8.5
common,8.5
interact,8.5
share,8.5
assay,8.5
occurs,8.5
numerous,8.5
improve,8.5
space,8.5
placement,8.5
degree,7.5
general,7.5
terminal,7.5
reveals,7.5
primary,7.5
eliminate,7.5
focus,7.5
known,7.5
combine,7.5
uptake,7.5
idea,7.5
state,7.5
mechanism,6.5
form,6.5
worm,6.5
complex,6.5
stage,6.5
demonstrate,6.5
position,6.5
relate,6.5
variety,6.5
identification,6.5
specificity,6.5
rapid,6.5
point,6.5
addition,6.5
location,6.5
discuss,6.5
crucial,6.5
regulating,6.5
history,6.5
despite,6.5
ten,6.5
cancer,6.5
hsp70,6.5
transduce,6.5
reconstruct,6.5
identify,5.5
phenotype,5.5
type,5.5
male,5.5
functional,5.5
exhibit,5.5
somatic,5.5
unique,5.5
suppress,5.5
block,5.5
alternative,5.5
sufficient,5.5
biology,5.5
separate,5.5
limit,5.5
finding,5.5
fraction,5.5
distribute,5.5
coordinate,5.5
reflect,5.5
encodes,5.5
em,5.5
consider,5.5
soluble,5.5
capacity,5.5
thermal,5.5
classical,5.5
viable,5.5
widespread,5.5
completion,5.5
interpret,5.5
multigene,5.5
mimic,5.5
middle,5.5
h,5.5
starve,5.5
encode,4.5
molecular,4.5
mammalian,4.5
essential,4.5
provide,4.5
adult,4.5
single,4.5
member,4.5
group,4.5
tissue,4.5
induce,4.5
highly,4.5
predict,4.5
potential,4.5
ii,4.5
movement,4.5
alter,4.5
allow,4.5
length,4.5
call,4.5
transcriptional,4.5
evolutionary,4.5
significantly,4.5
disease,4.5
mean,4.5
homologs,4.5
inhibitor,4.5
organization,4.5
alteration,4.5
depend,4.5
progeny,4.5
microscopy,4.5
iii,4.5
yield,4.5
reaction,4.5
transform,4.5
trigger,4.5
couple,4.5
secondary,4.5
mutate,4.5
select,4.5
transition,4.5
subfamily,4.5
activator,4.5
availability,4.5
hr,4.5
attempt,4.5
alternatively,4.5
ago,4.5
receive,4.5
resolve,4.5
helical,4.5
mobility,4.5
return,4.5
sens,4.5
mutant,3.5
development,3.5
study,3.5
pathway,3.5
response,3.5
normal,3.5
mediate,3.5
cause,3.5
similarity,3.5
collagen,3.5
promoter,3.5
peptide,3.5
information,3.5
cleavage,3.5
property,3.5
homolog,3.5
touch,3.5
hypodermal,3.5
abnormal,3.5
key,3.5
total,3.5
prevent,3.5
50,3.5
relationship,3.5
negative,3.5
dependent,3.5
restrict,3.5
extensive,3.5
parallel,3.5
wide,3.5
matrix,3.5
modulate,3.5
abnormality,3.5
cascade,3.5
utilize,3.5
possibly,3.5
efficient,3.5
section,3.5
stem,3.5
sense,3.5
va,3.5
minor,3.5
lie,3.5
monoclonal,3.5
extremely,3.5
ribosomal,3.5
fecundity,3.5
flow,3.5
interacts,3.5
difficult,3.5
challenge,3.5
infer,3.5
plate,3.5
simultaneously,3.5
transfected,3.5
deleterious,3.5
controlling,3.5
copulatory,3.5
million,3.5
defense,3.5
comprises,3.5
ala,3.5
specify,3.5
percentage,3.5
neurodegeneration,3.5
tgf,3.5
principle,3.5
decade,3.5
globular,3.5
mechanically,3.5
lipoprotein,3.5
plane,3.5
category,3.5
situation,3.5
dalton,3.5
indispensable,3.5
modifier,3.5
modular,3.5
picture,3.5
ma,3.5
function,2.5
express,2.5
control,2.5
neuron,2.5
similar,2.5
model,2.5
affect,2.5
growth,2.5
strain,2.5
hermaphrodite,2.5
transcription,2.5
product,2.5
isolate,2.5
allele,2.5
rate,2.5
division,2.5
regulatory,2.5
cdna,2.5
reduce,2.5
test,2.5
evidence,2.5
sex,2.5
method,2.5
individual,2.5
locus,2.5
active,2.5
transcript,2.5
establish,2.5
vitro,2.5
mitotic,2.5
behavioral,2.5
mouse,2.5
implicate,2.5
invertebrate,2.5
biochemical,2.5
fail,2.5
copy,2.5
plant,2.5
experimental,2.5
enhance,2.5
insight,2.5
bacteria,2.5
measure,2.5
postembryonic,2.5
asymmetry,2.5
conservation,2.5
subset,2.5
need,2.5
respond,2.5
protease,2.5
degradation,2.5
damage,2.5
database,2.5
treatment,2.5
open,2.5
give,2.5
project,2.5
endogenous,2.5
recombinant,2.5
series,2.5
exist,2.5
contraction,2.5
translation,2.5
adopt,2.5
affinity,2.5
axis,2.5
reproductive,2.5
feed,2.5
consequence,2.5
compound,2.5
inactivation,2.5
synthesize,2.5
metabolism,2.5
detectable,2.5
reverse,2.5
previous,2.5
ectopic,2.5
repression,2.5
start,2.5
layer,2.5
prior,2.5
homeobox,2.5
abundance,2.5
splicing,2.5
isoform,2.5
account,2.5
chloride,2.5
tag,2.5
poorly,2.5
environment,2.5
antigen,2.5
adaptation,2.5
suppression,2.5
disruption,2.5
superfamily,2.5
failure,2.5
enhancer,2.5
possess,2.5
mutagenesis,2.5
